Masked Date,col-A1,col-A2,col-A3,col-A4,col-B1,col-B2,col-B3,col-B4,col-C1,col-C2,col-C3,col-C4,col-D1,col-D2,col-D3,col-D4,col-E1,col-E2,col-E3,col-E4,col-F1,col-F2,col-F3,col-F4,col-G,col-H,col-I,col-J,col-L,col-M,col-N,col-N1,col-O,col-P,col-Q,col-R,col-S,col-T,col-U,col-V,col-W,col-Predict
86,2758.268634,671.7981862,5386.755628,1413.758249,0.368123516,0,712.5758472,198.5330158,519.9675584,0,358.108864,48.24239126,0,0,224.4404803,0.97790127,0,0,177.1878195,0.67274622,0,0,0,4.02091463,4651.06433,7824.612029,1.12612654,144,0,0.80215932,244.4821646,511.4285714,0,2013.347424,0,40,500,300,630.0291833,0,11864.88926,16104.97877
87,2730.207078,671.7351311,5384.84993,1413.758249,0.369333674,0,714.3423962,198.5330158,517.5562751,0,356.8174795,48.24239126,0,0,222.8040369,0.97790127,0,0,176.777974,0.67274622,0,0,0,4.02091463,4620.929129,7820.735724,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,2013.347424,0,40,500,300,535.0131667,0,11833.5398,15975.95275
88,2310.120173,671.7531307,5389.268218,1413.758249,0.129071614,0,721.013973,198.5330158,517.8725089,0,357.1351651,48.24239126,0,0,223.5627091,0.97790127,0,0,177.1956603,0.67274622,0,0,0,4.02091463,4151.742675,7882.513153,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,2013.347424,0,40,500,300,575.0135042,0,11426.1298,15608.54309
89,2354.493273,671.8140993,5395.018362,1413.758249,0.129683328,0,723.4688448,198.5330158,518.5049767,0,357.3468554,48.24239126,0,0,222.8864124,0.97790127,0,0,176.9522969,0.67274622,0,0,0,4.02091463,4177.623493,7909.196529,1.12612654,144,0,0.80215932,241.8216308,511.4285714,0,4213.347424,0,40,500,300,278.0110433,0,11478.6998,17564.11063
92,2075.522034,671.6581374,5381.838898,1413.758249,0.128096943,0,716.2407986,198.5330158,518.293332,0,357.3402782,48.24239126,0,0,222.7338838,0.97790127,0,0,176.5205942,0.67274622,0,0,0,4.02091463,3866.624914,7919.856357,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4213.347424,0,40,500,300,385.0205833,70,11178.3598,17440.78028
93,2076.019248,671.6634417,5382.089656,1413.758249,0.12822553,0,717.2914031,198.5330158,518.5305372,0,357.5154639,48.24239126,0,0,223.6392676,0.97790127,0,0,176.9387218,0.67274622,0,0,0,4.02091463,3867.429623,7922.59156,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,385.0205833,70,11181.8998,17535.03988
94,2050.449966,671.7168535,5385.269461,1413.758249,0.127308638,0,712.4032409,198.5330158,518.3724004,0,357.4641028,48.24239126,0,0,224.7832444,0.97790127,0,0,177.3359419,0.67274622,0,0,0,4.02091463,3791.96249,7972.165247,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,305.0112917,99,11155.9998,17458.13059
95,2050.473048,671.5384522,5371.305843,1413.758249,0.12155728,0,705.9249486,198.5330158,516.7910325,0,355.668491,48.24239126,0,0,224.8905531,0.97790127,0,0,177.0342174,0.67274622,0,0,0,4.02091463,3790.244113,7949.709248,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,220.0105,45,11131.8298,17294.9598
96,2009.439413,671.5858931,5372.218132,1413.758249,0.121657639,0,706.4039037,198.5330158,517.1863744,0,355.8384359,48.24239126,0,0,222.0689766,0.97790127,0,0,176.2827247,0.67274622,0,0,0,4.02091463,3749.645794,7947.704935,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,250.0116417,35,11089.2298,17272.36094
99,2109.488523,671.7000553,5367.58992,1413.758249,0.121245051,0,702.0237566,198.5330158,514.0027176,0,353.4846546,48.24239126,0,0,221.1319297,0.97790127,0,0,175.7203015,0.67274622,0,0,0,4.02091463,3846.627006,7934.841316,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,470.0247167,35,11173.3398,17576.48402
100,2109.48797,671.7084334,5367.840347,1413.758249,0.107215074,0,702.5528946,198.5330158,514.5167203,0,353.849691,48.24239126,0,0,220.6983449,0.97790127,0,0,175.3947368,0.67274622,0,0,0,4.02091463,3847.12223,7935.239341,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,470.0247167,0,11174.2398,17542.38402
101,2045.75138,671.7412253,5366.249125,1413.758249,0.107136247,0,700.7662177,198.5330158,514.8725683,0,353.5402645,48.24239126,0,0,220.5438884,0.97790127,0,0,174.825315,0.67274622,0,0,0,4.02091463,3783.977749,7930.624589,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,350.013975,0,11106.4798,17354.61328
102,2030.87488,672.0230412,5378.756072,1413.758249,0.105940473,0,699.1775155,198.5330158,514.466055,0,353.6245244,48.24239126,0,0,221.7732456,0.97790127,0,0,175.4484645,0.67274622,0,0,0,4.02091463,3796.985508,7915.469449,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,346.0139467,0,11104.3298,17348.46325
103,2029.370663,672.0880596,5381.355331,1413.758249,0.106611249,0,703.992837,198.5330158,519.3694978,0,357.068349,48.24239126,0,0,221.9348863,0.97790127,0,0,176.4558991,0.67274622,0,0,0,4.02091463,3800.65487,7927.292483,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,205.0127792,0,11119.8198,17222.95208
106,2590.559073,671.9012802,5369.947822,1413.758249,0.94824806,0,697.1573372,198.5330158,516.1664424,0,354.4370321,48.24239126,0,0,219.730331,0.97790127,0,0,175.2994722,0.67274622,0,0,0,4.02091463,4329.209623,7933.142633,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,270.0097167,0,11654.2298,17822.35902
107,2530.582673,671.9096583,5370.197347,1413.758249,0.94728252,0,696.4599754,198.5330158,515.0987573,0,353.7154459,48.24239126,0,0,219.0874618,0.97790127,0,0,175.0586812,0.67274622,0,0,0,4.02091463,4268.120868,7931.141633,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,270.0163833,0,11591.1398,17759.27568
108,2405.971395,671.9190134,5369.418804,1413.758249,0.920650496,0,695.2463001,198.5330158,514.3078794,0,353.1839,48.24239126,0,0,219.2483512,0.97790127,0,0,175.8195681,0.67274622,0,0,0,4.02091463,4143.115372,7929.125708,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.067024,0,40,500,300,120.0105778,0,11464.1198,17482.24988
109,2461.134127,671.6432116,5356.398299,1413.758249,0.924410695,0,697.8239655,198.5330158,515.6128279,0,353.7284583,48.24239126,0,0,220.2724535,0.97790127,0,0,175.5270086,0.67274622,0,0,0,4.02091463,4180.056998,7939.212981,1.12612654,144,0,0.80227742,241.8216308,511.4285714,0,4304.439246,0,40,500,300,170.0109667,0,11511.1498,17579.65249
110,2434.866604,671.7062767,5362.04213,1413.758249,0.925176038,0,698.8867665,198.5330158,515.8061842,0,353.9654279,48.24239126,0,0,220.5328829,0.97790127,0,0,176.6992054,0.67274622,0,0,0,4.02091463,4166.618638,7935.017234,1.12612654,144,0,0.80227742,241.8216308,511.4285714,50,4304.439246,0,40,500,300,220.0113833,0,11493.5098,17662.01291
113,2409.844557,671.5279383,5353.19913,1413.758249,0.920475808,0,692.0855163,198.5330158,507.2167668,0,347.051846,48.24239126,0,0,213.9523431,0.97790127,0,0,173.243466,0.67274622,0,0,0,4.02091463,4133.673594,7901.573663,1.12612654,144,0,0.80227742,241.8216308,511.4285714,50,4304.439246,0,40,500,300,270.01805,0,11427.1198,17645.62957
114,2459.861073,671.5363164,5353.449445,1413.758249,0.921586772,0,692.9333246,198.5330158,506.623392,0,346.6572074,48.24239126,0,0,212.7505183,0.97790127,0,0,173.2530867,0.67274622,0,0,0,4.02091463,4183.117048,7901.07412,1.12612654,144,0,0.80227742,241.8216308,511.4285714,50,4304.439246,0,40,500,300,270.01805,0,11476.0698,17694.57957
115,2404.839442,671.6989916,5361.550495,1413.758249,0.917228377,0,691.991044,198.5330158,504.9223843,0,346.6291643,48.24239126,0,0,213.5025562,0.97790127,0,0,173.9414689,0.67274622,0,0,0,4.02091463,4127.042663,7909.15533,0,0,0,0.80227742,241.8216308,511.4285714,50,2554.439246,0,40,500,300,120.01055,0,11282.9498,15601.45207
116,2144.896619,671.9300262,5372.538899,1413.758249,0.909366176,0,686.2422744,198.5330158,497.5645369,0,341.9563137,48.24239126,0,0,212.0771763,0.97790127,0,0,172.8512162,0.67274622,0,0,0,4.02091463,3859.555342,7907.616304,1.12612654,144,0,0.80227742,241.8216308,511.4285714,50,2554.439246,0,40,500,300,120.01055,0,11159.0498,15477.55207
117,2110.251158,671.8749276,5367.738682,1413.758249,0.898854754,0,678.7233099,198.5330158,494.9932462,0,340.3244486,48.24239126,0,0,209.9283705,0.97790127,0,0,172.1373742,0.67274622,0,0,0,4.02091463,3822.081806,7890.993784,1.12612654,144,0,0.80227742,241.8216308,511.4285714,50,2606.283646,0,40,500,300,220.0113833,0,11104.9498,15575.29731
127,2114.59208,671.6257006,5347.359498,1413.758249,1.241237154,0,674.6720426,198.5330158,487.4771656,0,335.0972993,48.24239126,0,0,207.8434236,0.97790127,0,0,170.7008901,0.67274622,0,0,0,4.02091463,3843.986304,7832.828251,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,295.0502944,0,11068.6898,15615.06719
128,2065.151579,671.6340787,5347.606427,1413.758249,1.237350559,0,672.5716685,198.5330158,486.1321827,0,334.1836482,48.24239126,0,0,206.0313573,0.97790127,0,0,170.3274113,0.67274622,0,0,0,4.02091463,3793.086993,7827.993928,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,295.0502944,0,11012.9598,15559.33719
129,2227.853148,671.7877211,5361.338266,1413.758249,1.2453593,0,677.6597979,198.5330158,489.0801218,0,336.8320777,48.24239126,0,0,204.932992,0.97790127,0,0,169.8135263,0.67274622,0,0,0,4.02091463,3889.185309,7917.562921,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,295.0209986,0,11198.6198,15744.96789
130,2192.139316,672.1395655,5360.914741,1413.758249,1.240766051,0,676.7576306,198.5330158,487.8533653,0,336.5097497,48.24239126,0,0,204.8865578,0.97790127,0,0,169.7062668,0.67274622,0,0,0,4.02091463,3852.418791,7915.934386,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,327.0216542,0,11160.2298,15738.57855
131,2168.000324,672.1244962,5363.922957,1413.758249,1.239588295,0,676.8879671,198.5330158,484.0148046,0,334.1788775,48.24239126,0,0,203.8993657,0.97790127,0,0,169.7746605,0.67274622,0,0,0,4.02091463,3824.44509,7915.803169,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,270.0204611,0,11132.1198,15653.46736
134,2349.417628,672.2353437,5365.708664,1413.758249,1.225333709,0,671.0109052,198.5330158,485.122799,0,335.2057589,48.24239126,0,0,204.7359576,0.97790127,0,0,170.4548159,0.67274622,0,0,0,4.02091463,3896.168907,8025.153518,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,177.0292289,0,11313.1998,15741.55612
135,2349.456924,672.2446335,5365.971385,1413.758249,1.223803072,0,670.184753,198.5330158,484.1730521,0,334.5603688,48.24239126,0,0,203.2416047,0.97790127,0,0,170.2535472,0.67274622,0,0,0,4.02091463,3895.228679,8022.28661,1.12612654,144,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,177.0292289,0,11309.3898,15737.74612
136,2996.647306,672.2703296,5371.273248,1413.758249,1.229219172,0,673.0151548,198.5330158,488.0511853,0,337.3059835,48.24239126,0,0,206.7232862,0.97790127,0,0,172.1808327,0.67274622,0,0,0,4.02091463,4555.789956,8029.111807,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,180.0183778,0,12019.7798,16451.12527
137,2995.74491,672.0323536,5358.262085,1413.758249,1.239815889,0,676.8784843,198.5330158,493.3143977,0,339.456134,48.24239126,0,0,206.4079385,0.97790127,0,0,171.8955545,0.67274622,0,0,0,4.02091463,4560.54246,8020.894432,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,127.2474809,0,12016.3098,16394.88437
138,2989.535722,672.1070732,5364.495599,1413.758249,1.236048167,0,674.7269244,198.5330158,489.8604045,0,336.9431703,48.24239126,0,0,206.867353,0.97790127,0,0,172.0184265,0.67274622,0,0,0,4.02091463,4551.013298,8022.982642,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,227.1993254,0,12008.8698,16487.39622
141,3286.91298,672.3589658,5376.342344,1413.758249,1.242877163,0,679.4587903,198.5330158,493.065865,0,338.9977217,48.24239126,0,0,207.5562317,0.97790127,0,0,172.0671461,0.67274622,0,0,0,4.02091463,4856.543908,8037.664233,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,227.8830796,0,12329.0798,16808.28997
142,3286.766288,672.3682556,5376.604596,1413.758249,1.24711585,0,681.7883542,198.5330158,496.3503327,0,341.2670234,48.24239126,0,0,209.6968894,0.97790127,0,0,172.7214106,0.67274622,0,0,0,4.02091463,4859.823073,8045.192411,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,227.9353741,0,12339.8898,16819.15227
143,3272.205518,672.3119204,5370.575449,1413.758249,1.256535154,0,685.6850464,198.5330158,497.2689879,0,341.3084035,48.24239126,0,0,209.2999007,0.97790127,0,0,172.6630324,0.67274622,0,0,0,4.02091463,4846.506364,8042.273647,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,227.934758,0,12323.6598,16802.92165
144,3090.217926,672.6176948,5384.48698,1413.758249,1.261480288,0,689.3257747,198.5330158,496.1212006,0,341.3494492,48.24239126,0,0,210.5083737,0.97790127,0,0,172.7483413,0.67274622,0,0,0,4.02091463,4663.430631,8061.411808,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,320.0214889,0,12159.7198,16731.06838
145,3063.529507,672.6783515,5388.647351,1413.758249,1.259714169,0,688.7840854,198.5330158,498.0166787,0,342.7854622,48.24239126,0,0,209.8160185,0.97790127,0,0,172.6410811,0.67274622,0,0,0,4.02091463,4589.203142,8115.160326,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,420.0237111,0,12139.2398,16810.59061
148,3013.52938,672.7312208,5389.289683,1413.758249,1.263364149,0,690.8630107,198.5330158,499.3550897,0,343.7023506,48.24239126,0,0,211.6656575,0.97790127,0,0,173.9602161,0.67274622,0,0,0,4.02091463,4540.850854,8121.714336,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2607.274416,0,40,500,300,420.0602389,0,12097.4398,16768.82713
150,3052.999574,672.946484,5389.969978,1413.758249,1.265483492,0,690.5951083,198.5330158,499.4543707,0,343.2803932,48.24239126,0,0,212.4756864,0.97790127,0,0,174.6162705,0.67274622,0,0,0,4.02091463,4580.853461,8122.955105,1.12612654,187,0,0.80247799,241.8216308,511.4285714,50,2662.450416,0,40,500,300,420.0602389,0,12138.6798,16058.11664
151,2612.670713,672.7702274,5380.203604,1413.758249,1.261849207,0,687.3694024,198.5330158,498.9852631,0,342.0395113,48.24239126,0,0,212.1722608,0.97790127,0,0,174.8644533,0.67274622,0,0,0,4.02091463,4142.72229,8105.820213,1.12612654,187,0,0.80296839,241.8216308,511.4285714,50,2662.450416,0,40,500,300,76.51612486,0,11683.4198,16066.43951
152,2585.988325,672.5621339,5368.990128,1413.758249,1.240916234,0,682.0315715,198.5330158,494.3427331,0,338.2351604,48.24239126,0,0,211.3287127,0.97790127,0,0,174.2480316,0.67274622,0,0,0,4.02091463,4111.299404,8083.873527,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,0,40,500,300,168.018175,0,11829.79024,16106.20036
155,2486.250544,672.5644178,5368.166894,1413.758249,1.246345079,0,684.3253887,198.5330158,494.6200531,0,338.4581437,48.24239126,0,0,212.4018167,0.97790127,0,0,175.0570044,0.67274622,0,0,0,4.02091463,4016.410871,8082.884954,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,0,40,500,300,239.0344622,0,11733.91024,16081.33664
156,2461.636169,672.5737076,5368.433475,1413.758249,1.247159151,0,684.7764183,198.5330158,495.0558417,0,338.7674336,48.24239126,0,0,212.1481041,0.97790127,0,0,175.2327998,0.67274622,0,0,0,4.02091463,3992.259158,8083.817168,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,0,40,500,300,239.0344622,0,11710.69024,16058.11664
157,2656.717215,672.4503798,5359.469484,1413.758249,1.24215842,0,681.2524052,198.5330158,495.4916303,0,338.2636487,48.24239126,0,0,211.5391948,0.97790127,0,0,174.7396973,0.67274622,0,0,0,4.02091463,4142.000575,8115.370457,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,0,40,500,300,295.0209333,0,11891.99024,16295.40312
158,2507.725687,672.4321308,5362.186885,1413.758249,1.242391012,0,681.4436914,198.5330158,497.861773,0,340.1214882,48.24239126,0,0,211.686414,0.97790127,0,0,175.3371243,0.67274622,0,0,0,4.02091463,3944.444433,8171.79837,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,0,40,500,300,253.0243111,0,11750.86024,16112.27649
159,2481.064941,672.3316557,5357.984738,1413.758249,1.24808952,0,683.7953256,198.5330158,497.0298244,0,339.2824606,48.24239126,0,0,211.33932,0.97790127,0,0,175.036224,0.67274622,0,0,0,4.02091463,3867.136162,8218.181636,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,-50,40,500,300,96.02103333,0,11719.93024,15874.34322
162,2455.184903,671.7042511,5332.070867,1413.758249,1.222155494,0,664.8412805,198.5330158,487.3633748,0,330.8434906,48.24239126,0,0,206.8493016,0.97790127,0,0,171.4808731,0.67274622,0,0,0,4.02091463,3831.17946,8156.586255,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,-50,40,500,300,226.0379772,0,11622.38024,15906.81016
162,2455.184903,671.7042511,5332.070867,1413.758249,1.222155494,0,664.8412805,198.5330158,487.3633748,0,330.8434906,48.24239126,0,0,206.8493016,0.97790127,0,0,171.4808731,0.67274622,0,0,0,4.02091463,3831.17946,8156.586255,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,50,40,500,300,226.0379772,0,11622.38024,16006.81016
163,2431.565657,671.7135409,5332.336594,1413.758249,1.220062165,0,663.7147603,198.5330158,486.848359,0,330.5047807,48.24239126,0,0,206.3322493,0.97790127,0,0,171.1826053,0.67274622,0,0,0,4.02091463,3807.012113,8154.611715,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03055861,2664.048655,50,40,500,300,226.0379772,0,11596.24024,15980.67016
164,2411.644879,670.2106451,5302.474878,1413.758249,1.197127791,0,655.7007908,198.5330158,482.1736006,0,326.8088758,48.24239126,0,0,204.3460939,0.97790127,0,0,169.7505248,0.67274622,0,0,0,4.02091463,3643.422262,8247.090372,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03555861,2664.048655,50,40,500,300,174.0227667,0,11525.13024,15857.54995
165,2255.746002,669.6973764,5290.479546,1413.758249,1.199309398,0,654.8772446,198.5330158,476.3562199,0,322.8970945,48.24239126,0,0,201.9758385,0.97790127,0,0,168.6876853,0.67274622,0,0,0,4.02091463,3476.376932,8231.744602,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03555861,2664.048655,50,40,500,300,158.0224028,0,11342.74024,15659.15958
166,2886.128521,670.4289318,5313.766324,1413.758249,1.199079755,0,657.3005704,198.5330158,481.6284182,0,327.4478222,48.24239126,0,0,204.5535581,0.97790127,0,0,170.0232992,0.67274622,0,0,0,4.02091463,4065.131903,8313.549839,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03555861,2664.048655,50,40,500,300,121.0215889,0,12013.30024,16292.71877
169,3247.149917,671.3979976,5320.617902,1413.758249,1.204246717,0,660.0444755,198.5330158,483.8623494,0,327.5290949,48.24239126,0,0,201.8013605,0.97790127,0,0,168.1221926,0.67274622,0,0,0,4.02091463,4428.902158,8319.032596,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03555861,2664.048655,50,40,500,300,126.042057,0,12382.55024,16666.98924
170,3250.292295,671.4143284,5320.921862,1413.758249,1.202518032,0,662.5114002,198.5330158,485.4078557,0,328.5861264,48.24239126,0,0,202.8920858,0.97790127,0,0,168.7133616,0.67274622,0,0,0,4.02091463,4433.667882,8324.47917,1.12612654,187,0,0.80296839,42.08118611,511.4285714,50.03555861,2664.048655,200,40,500,300,126.042057,0,12392.76024,16827.19924
171,2984.419329,671.4306592,5321.198052,1413.758249,1.202632264,0,661.4242721,198.5330158,486.5174499,0,328.7283739,48.24239126,0,0,203.5425303,0.97790127,0,0,169.3720709,0.67274622,0,0,0,4.02091463,4169.030662,8325.009926,1.12612654,187,0,0.80296839,-3.08071609,511.4285714,50.03555861,2664.048655,200,40,500,300,126.042057,0,12173.82214,16563.09924
172,2747.749478,671.3407402,5317.088667,1413.758249,1.200690324,0,660.2614105,198.5330158,485.1700855,0,327.7526816,48.24239126,0,0,202.4885755,0.97790127,0,0,169.00567,0.67274622,0,0,0,4.02091463,3928.370368,8319.89285,1.12612654,187,0,0.80296839,0,511.4285714,50.03555861,2664.048655,200,40,500,300,141.0279694,0,11924.96143,16332.30515
173,2666.147481,671.8726956,5336.118716,1413.758249,1.206973072,0,665.7225957,198.5330158,485.5267408,0,329.2003888,48.24239126,0,0,202.1542813,0.97790127,0,0,169.2743518,0.67274622,0,0,0,4.02091463,3847.244662,8346.184781,1.12612654,187,0,0.80296839,0,511.4285714,50.03555861,2664.048655,200,40,500,300,233.0320661,0,11870.13143,16369.47925
176,2546.791516,672.0748744,5341.202466,1413.758249,1.195427077,0,668.522651,198.5330158,485.764511,0,330.8093129,48.24239126,0,0,203.8590026,0.97790127,0,0,170.580334,0.67274622,0,0,0,4.02091463,3728.229393,8358.77592,1.12612654,187,0,0.80296839,0,511.4285714,50.03555861,2732.843855,250,40,500,300,226.0539106,0,11763.70143,16374.86629
177,2396.866256,672.0912052,5341.500873,1413.758249,1.197128995,0,669.4869746,198.5330158,486.200423,0,331.1172523,48.24239126,0,0,203.3701092,0.97790127,0,0,170.8547757,0.67274622,0,0,0,4.02091463,3578.780458,8360.109758,1.12612654,187,0,0.80296839,0,511.4285714,50.03555861,2732.843855,250,40,500,300,226.0539106,0,11615.59143,16226.75629
